Date,Open,High,Low,Close,Adj Close,Volume 
2022-01-06,467.890015,470.820007,465.429993,467.940002,450.716919,86858900
2022-01-07,467.950012,469.200012,464.649994,466.089996,448.935028,85111600
2022-01-10,462.700012,465.739990,456.600006,465.510010,448.376373,119362000
2022-01-11,465.230011,469.850006,462.049988,469.750000,452.460358,74303100
2022-01-12,471.589996,473.200012,468.940002,471.019989,453.683533,67605400
2022-01-13,472.190002,472.880005,463.440002,464.529999,447.432404,91173100
2022-01-14,461.190002,465.089996,459.899994,464.720001,447.615479,95890900
2022-01-18,459.739990,459.959991,455.309998,456.489990,439.688385,109709100
2022-01-19,458.130005,459.609985,451.459991,451.750000,435.122833,109357600
2022-01-20,453.750000,458.739990,444.500000,446.750000,430.306824,122379700
2022-01-21,445.559998,448.059998,437.950012,437.980011,421.859650,202271200
2022-01-24,432.029999,440.380005,420.760010,439.839996,423.651215,251783900
2022-01-25,433.059998,439.720001,427.149994,434.470001,418.478882,167997300
2022-01-26,440.720001,444.040009,428.859985,433.380005,417.428986,186391100
2022-01-27,438.260010,441.589996,429.450012,431.239990,415.367706,149878300
2022-01-28,432.679993,442.000000,427.820007,441.950012,425.683533,164457400
2022-01-31,441.239990,450.279999,439.809998,449.910004,433.350586,152251400
2022-02-01,450.679993,453.630005,446.940002,452.950012,436.278687,123155400
2022-02-02,455.500000,458.119995,453.049988,457.350006,440.516693,117361000
2022-02-03,450.950012,452.970001,445.709991,446.600006,430.162354,118024400
2022-02-04,446.350006,452.779999,443.829987,448.700012,432.185059,118454400
2022-02-07,449.510010,450.989990,445.850006,447.260010,430.798096,84472900
2022-02-08,446.730011,451.920013,445.220001,450.940002,434.342651,81012000
2022-02-09,455.220001,457.880005,455.010010,457.540009,440.699738,92589900
2022-02-10,451.339996,457.709991,447.200012,449.320007,432.782318,140103700
2022-02-11,449.410004,451.609985,438.940002,440.459991,424.248383,153214600
2022-02-14,439.920013,441.600006,435.339996,439.019989,422.861359,123006300
2022-02-15,443.730011,446.279999,443.179993,446.100006,429.680817,88482700
2022-02-16,443.929993,448.059998,441.940002,446.600006,430.162354,84863600
2022-02-17,443.220001,446.570007,436.420013,437.059998,420.973511,102259100
2022-02-18,437.329987,438.660004,431.820007,434.230011,418.247681,132642900
2022-02-22,431.890015,435.500000,425.859985,429.570007,413.759216,124391800
2022-02-23,432.660004,433.260010,421.350006,421.950012,406.419678,132578000
2022-02-24,411.019989,428.760010,410.640015,428.299988,412.535950,213942900
2022-02-25,429.609985,437.839996,427.859985,437.750000,421.638123,121804500
2022-02-28,432.029999,438.200012,430.700012,436.630005,420.559357,145615000
2022-03-01,435.040009,437.170013,427.109985,429.980011,414.154053,137785900
2022-03-02,432.369995,439.720001,431.570007,437.890015,421.772980,117726500
2022-03-03,440.470001,441.109985,433.799988,435.709991,419.673157,105501700
2022-03-04,431.750000,433.369995,427.880005,432.170013,416.263519,113978200
2022-03-07,431.549988,432.299988,419.359985,419.429993,403.992401,137896600
2022-03-08,419.619995,427.209991,415.119995,416.250000,400.929474,164772700
2022-03-09,425.140015,429.510010,422.820007,427.410004,411.678711,116990800
2022-03-10,422.519989,426.429993,420.440002,425.480011,409.819702,93972700
2022-03-11,428.119995,428.769989,419.529999,420.070007,404.608856,95636300
2022-03-14,420.890015,424.549988,415.790009,417.000000,401.651794,95729200
2022-03-15,419.769989,426.839996,418.420013,426.170013,410.484375,106219100
2022-03-16,429.890015,435.679993,424.799988,435.619995,419.586517,144954800
2022-03-17,433.589996,441.070007,433.190002,441.070007,424.835938,102676900
2022-03-18,438.000000,444.859985,437.220001,444.519989,429.489075,106345500
2022-03-21,444.339996,446.459991,440.679993,444.390015,429.363464,88349800
2022-03-22,445.859985,450.579987,445.859985,449.589996,434.387604,74650400
2022-03-23,446.910004,448.489990,443.709991,443.799988,428.793365,79426100
2022-03-24,445.940002,450.500000,444.760010,450.489990,435.257202,64736900
2022-03-25,451.160004,452.980011,448.429993,452.690002,437.382813,77101300
2022-03-28,452.059998,455.910004,450.059998,455.910004,440.493927,68529800
2022-03-29,460.019989,462.070007,457.179993,461.549988,445.943207,86581500
2022-03-30,460.339996,461.200012,456.470001,458.700012,443.189575,79666900
2022-03-31,457.890015,458.760010,451.160004,451.640015,436.368317,121699900
2022-04-01,453.309998,453.459991,449.140015,452.920013,437.605072,89048800
2022-04-04,453.130005,456.910004,452.260010,456.799988,441.353821,59601000
2022-04-05,455.220001,457.829987,449.820007,451.029999,435.778900,74214500
2022-04-06,446.890015,448.929993,443.470001,446.519989,431.421448,106898000
2022-04-07,445.589996,450.690002,443.529999,448.769989,433.595367,78097200
2022-04-08,447.970001,450.630005,445.940002,447.570007,432.435913,79272700
2022-04-11,444.109985,445.000000,439.390015,439.920013,425.044708,89770500
2022-04-12,443.079987,445.750000,436.649994,438.290009,423.469727,84363600
2022-04-13,438.029999,444.109985,437.839996,443.309998,428.319977,74070400
2022-04-14,443.549988,444.730011,437.679993,437.790009,422.986664,97869500
2022-04-18,436.809998,439.750000,435.609985,437.970001,423.160553,66002500
2022-04-19,437.859985,445.799988,437.679993,445.040009,429.991486,77821000
2022-04-20,446.920013,447.570007,443.480011,444.709991,429.672638,65224400
2022-04-21,448.540009,450.010010,437.100006,438.059998,423.247467,85417300
2022-04-22,436.910004,438.079987,425.440002,426.040009,411.633972,132471800
2022-04-25,423.670013,428.690002,418.839996,428.510010,414.020447,119647700
2022-04-26,425.829987,426.040009,416.070007,416.100006,402.030029,103996300
2022-04-27,417.239990,422.920013,415.010010,417.269989,403.160522,122030000
2022-04-28,422.290009,429.640015,417.600006,427.809998,413.344116,105449100
2022-04-29,423.589996,425.869995,411.209991,412.000000,398.068695,145491100
2022-05-02,412.070007,415.920013,405.019989,414.480011,400.464813,158312500
2022-05-03,415.010010,418.929993,413.359985,416.380005,402.300568,100028200
2022-05-04,417.079987,429.660004,413.709991,429.059998,414.551819,144247900
2022-05-05,424.549988,425.000000,409.440002,413.809998,399.817474,172929100
2022-05-06,411.100006,414.799988,405.730011,411.339996,397.431000,151770800
2022-05-09,405.100006,406.410004,396.500000,398.170013,384.706329,155586100
2022-05-10,404.489990,406.079987,394.820007,399.089996,385.595215,132497200
2022-05-11,398.070007,404.040009,391.959991,392.750000,379.469574,142361000
2022-05-12,389.369995,395.799988,385.149994,392.339996,379.073486,125090800
2022-05-13,396.709991,403.179993,395.609985,401.720001,388.136322,104174400
2022-05-16,399.980011,403.970001,397.600006,400.089996,386.561401,78622400
2022-05-17,406.529999,408.570007,402.579987,408.320007,394.513153,83029700
2022-05-18,403.500000,403.799988,390.549988,391.859985,378.609680,117674500
2022-05-19,388.619995,394.140015,387.109985,389.459991,376.290863,98510700
2022-05-20,393.250000,397.029999,380.540009,389.630005,376.455139,131432200
2022-05-23,392.829987,397.730011,390.380005,396.920013,383.498657,76414900
2022-05-24,392.559998,395.149994,386.959991,393.890015,380.571075,91448800
2022-05-25,392.309998,399.450012,391.890015,397.369995,383.933350,91472900
2022-05-26,398.670013,407.040009,398.450012,405.309998,391.604889,82168300
2022-05-27,407.910004,415.380005,407.700012,415.260010,401.218445,84768700
2022-05-31,413.549988,416.459991,410.029999,412.929993,398.967255,95937000
2022-06-01,415.170013,416.239990,406.929993,409.589996,395.740143,86585800
2022-06-02,409.420013,417.440002,407.040009,417.390015,403.276489,79609600
2022-06-03,412.399994,414.040009,409.510010,410.540009,396.658081,71874300
2022-06-06,414.779999,416.609985,410.549988,411.790009,397.865784,57508900
2022-06-07,408.100006,416.220001,407.609985,415.739990,401.682251,59272400
2022-06-08,413.929993,415.820007,410.380005,411.220001,397.315063,64350000
2022-06-09,409.339996,411.739990,401.440002,401.440002,387.865784,86289800
2022-06-10,394.880005,395.779999,389.750000,389.799988,376.619354,132893900
2022-06-13,379.850006,381.809998,373.299988,375.000000,362.319855,170004900
2022-06-14,376.850006,377.940002,370.589996,373.869995,361.228027,104011800
2022-06-15,377.359985,383.899994,372.119995,379.200012,366.377777,125666800
2022-06-16,370.510010,370.940002,364.079987,366.649994,354.252136,134473300
2022-06-17,365.510010,369.380005,362.170013,365.859985,355.015747,111113900
2022-06-21,371.890015,376.529999,371.809998,375.070007,363.952820,76811900
2022-06-22,370.619995,378.720001,370.179993,374.390015,363.293030,90059400
2022-06-23,376.640015,378.829987,372.890015,378.059998,366.854248,79292100
2022-06-24,381.399994,390.089996,381.369995,390.079987,378.517914,98050300
2022-06-27,391.049988,391.359985,387.440002,388.589996,377.072083,66009600
2022-06-28,390.230011,393.160004,380.529999,380.649994,369.367462,86548900
2022-06-29,381.230011,382.269989,378.420013,380.339996,369.066650,65676000
2022-06-30,376.239990,380.660004,372.559998,377.250000,366.068176,112508300
2022-07-01,376.559998,381.700012,373.799988,381.239990,369.939941,74839700
2022-07-05,375.880005,381.980011,372.899994,381.959991,370.638641,81438000
2022-07-06,382.109985,385.869995,379.600006,383.250000,371.890411,70426200
2022-07-07,385.119995,389.829987,383.269989,388.989990,377.460266,64525900
2022-07-08,387.269989,390.640015,385.660004,388.670013,377.149750,72397800
2022-07-11,385.850006,386.869995,383.500000,384.230011,372.841370,58366900
2022-07-12,383.649994,386.160004,378.989990,380.829987,369.542145,62219200
2022-07-13,375.100006,381.920013,374.660004,378.829987,367.601379,84224600
2022-07-14,373.609985,379.049988,371.040009,377.910004,366.708649,89704800
2022-07-15,382.549988,385.250000,380.540009,385.130005,373.714722,79060400
2022-07-18,388.380005,389.089996,380.660004,381.950012,370.628937,63203600
2022-07-19,386.079987,392.869995,385.390015,392.269989,380.643036,78506000
2022-07-20,392.470001,396.260010,391.029999,394.769989,383.068909,71843800
2022-07-21,394.160004,398.839996,391.630005,398.790009,386.969757,64903900
2022-07-22,398.920013,400.179993,392.750000,395.089996,383.379456,72197300
2022-07-25,395.750000,396.470001,393.209991,395.570007,383.845215,53631500
2022-07-26,393.839996,394.059998,389.950012,390.890015,379.303955,52946400
2022-07-27,394.359985,402.880005,394.049988,401.040009,389.153107,82342100
2022-07-28,401.890015,406.799988,398.149994,406.070007,394.033997,73966600
2022-07-29,407.579987,413.029999,406.769989,411.989990,399.778503,87003700
2022-08-01,409.149994,413.410004,408.399994,410.769989,398.594666,69997500
2022-08-02,409.119995,413.000000,406.820007,408.059998,395.964996,63435400
2022-08-03,410.299988,415.679993,410.000000,414.450012,402.165649,67820600
2022-08-04,414.369995,415.089996,412.440002,414.170013,401.893921,45656600
2022-08-05,409.660004,414.149994,409.600006,413.470001,401.214691,56814900
2022-08-08,415.250000,417.619995,411.829987,412.989990,400.748901,53886100
2022-08-09,412.220001,412.750000,410.220001,411.350006,399.157501,44931800
2022-08-10,418.779999,420.140015,416.720001,419.989990,407.541412,68665700
2022-08-11,422.989990,424.950012,419.209991,419.989990,407.541412,59489700
2022-08-12,422.029999,427.209991,421.029999,427.100006,414.440643,61694500
2022-08-15,424.769989,429.410004,424.709991,428.859985,416.148468,54048300
2022-08-16,427.730011,431.730011,426.880005,429.700012,416.963623,59289000
2022-08-17,425.910004,429.500000,424.540009,426.649994,414.003967,63563400
2022-08-18,426.859985,428.609985,425.500000,427.890015,415.207306,49023200
2022-08-19,424.980011,425.260010,421.220001,422.140015,409.627686,68016900
2022-08-22,417.049988,417.230011,412.399994,413.350006,401.098206,77695600
2022-08-23,412.899994,415.420013,411.769989,412.350006,400.127869,49105200
2022-08-24,412.109985,415.109985,411.390015,413.670013,401.408752,49177800
2022-08-25,415.239990,419.559998,414.089996,419.510010,407.075653,50942300
2022-08-26,419.390015,419.959991,405.250000,405.309998,393.296509,103087000
2022-08-29,402.200012,405.839996,401.200012,402.630005,390.695953,65370800
2022-08-30,403.850006,404.100006,396.000000,398.209991,386.406982,85652400
2022-08-31,399.929993,401.239990,395.040009,395.179993,383.466766,76029700
2022-09-01,392.890015,396.779999,390.040009,396.420013,384.670013,78740100
2022-09-02,400.279999,401.559998,390.329987,392.239990,380.613922,99632100
2022-09-06,393.130005,394.119995,388.420013,390.760010,379.177826,76637400
2022-09-07,390.429993,398.589996,390.200012,397.779999,385.989716,70964200
2022-09-08,395.390015,400.859985,394.119995,400.380005,388.512634,80821700
2022-09-09,402.739990,407.510010,402.459991,406.600006,394.548309,76706900
2022-09-12,408.779999,411.730011,408.459991,410.970001,398.788727,69256300
2022-09-13,401.829987,403.100006,391.920013,393.100006,381.448456,122947100
2022-09-14,394.470001,396.200012,391.119995,394.600006,382.903961,85023700
2022-09-15,392.959991,395.959991,388.779999,390.119995,378.556732,87633800
2022-09-16,384.140015,386.250000,382.109985,385.559998,375.668762,103084800
2022-09-19,382.260010,388.549988,382.179993,388.549988,378.582092,73278500
2022-09-20,385.059998,386.119995,381.200012,384.089996,374.236511,77274900
2022-09-21,386.109985,389.309998,377.380005,377.390015,367.708344,106746600
2022-09-22,376.579987,378.299988,373.440002,374.220001,364.619751,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,358.510590,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,354.963928,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,354.057831,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,361.024384,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,353.482971,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,348.016846,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,357.204956,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,368.273499,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,367.416107,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,363.625916,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,353.482971,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,350.783997,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,348.562500,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,347.412750,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,356.581360,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,348.455322,123737000
